Name	symbol	info1	info2	info3	location	category	cluster	degree
ENSP00000313432.6	GRHPR	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]	ENSG00000137106.18	ENSP00000313432.6	PROTEIN	115	2	1976
ENSP00000253023.2	UBE2M	ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]	ENSG00000130725.8	ENSP00000253023.2	PROTEIN	115	0	633
ENSP00000353785.5	TPPP	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:HGNC:24164]	ENSG00000171368.12	ENSP00000353785.5	PROTEIN	115	2	57
ENSP00000354554.2	MT-CYB	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]	ENSG00000198727.2	ENSP00000354554.2	PROTEIN	115	2	1959
ENSP00000298687.5	NDRG2	NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]	ENSG00000165795.23	ENSP00000298687.5	PROTEIN	115	0	370
ENSP00000340281.5	EIF4G2	eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]	ENSG00000110321.18	ENSP00000340281.5	PROTEIN	115	0	1157
ENSP00000421811.1	NUDT9	nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056]	ENSG00000170502.13	ENSP00000421811.1	PROTEIN	115	2	940
ENSP00000382104.3	DOP1B	DOP1 leucine zipper like protein B [Source:HGNC Symbol;Acc:HGNC:1291]	ENSG00000142197.12	ENSP00000382104.3	PROTEIN	115	2	112
ENSP00000430176.1	AGO2	argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]	ENSG00000123908.12	ENSP00000430176.1	PROTEIN	115	0	1457
ENSP00000261601.6	USP14	ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]	ENSG00000101557.15	ENSP00000261601.6	PROTEIN	115	0	167
ENSP00000318297.5	RUVBL1	RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]	ENSG00000175792.12	ENSP00000318297.5	PROTEIN	115	0	199
ENSP00000373000.2	DDX39B	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]	ENSG00000215425.11	ENSP00000373000.2	PROTEIN	115	2	115
ENSP00000351310.6	COL6A6	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]	ENSG00000206384.10	ENSP00000351310.6	PROTEIN	115	0	272
ENSP00000368129.3	API5	apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]	ENSG00000166181.13	ENSP00000368129.3	PROTEIN	115	2	48
ENSP00000256594.3	GSTM3	glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]	ENSG00000134202.11	ENSP00000256594.3	PROTEIN	115	0	47
ENSP00000353152.5	PDE4D	phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]	ENSG00000113448.19	ENSP00000353152.5	PROTEIN	115	0	116
ENSP00000233893.5	HSPE1	heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]	ENSG00000115541.11	ENSP00000233893.5	PROTEIN	115	2	2339
ENSP00000340466.4	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]	ENSG00000089597.18	ENSP00000340466.4	PROTEIN	115	2	244
ENSP00000494518.1	DDX3X	DEAD-box helicase 3 X-linked [Source:HGNC Symbol;Acc:HGNC:2745]	ENSG00000215301.11	ENSP00000494518.1	PROTEIN	115	2	242
ENSP00000310621.5	HHATL	hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]	ENSG00000010282.15	ENSP00000310621.5	PROTEIN	115	0	84
ENSP00000340278.5	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	ENSG00000116288.13	ENSP00000340278.5	PROTEIN	115	0	324
ENSP00000349437.1	IGF2R	insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]	ENSG00000197081.15	ENSP00000349437.1	PROTEIN	115	2	303
ENSP00000362718.5	MTCH1	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]	ENSG00000137409.19	ENSP00000362718.5	PROTEIN	115	2	799
ENSP00000296754.3	ERAP1	endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:18173]	ENSG00000164307.13	ENSP00000296754.3	PROTEIN	115	0	125
ENSP00000419038.1	GFM1	G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]	ENSG00000168827.15	ENSP00000419038.1	PROTEIN	115	2	2189
ENSP00000320893.3	ASB8	ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]	ENSG00000177981.11	ENSP00000320893.3	PROTEIN	115	2	1155
ENSP00000312618.7	ACAD9	acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]	ENSG00000177646.19	ENSP00000312618.7	PROTEIN	115	2	1849
ENSP00000500198.1	POLG2	"DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]"	ENSG00000256525.8	ENSP00000500198.1	PROTEIN	115	2	418
ENSP00000338413.6	UBA1	ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]	ENSG00000130985.17	ENSP00000338413.6	PROTEIN	115	0	934
ENSP00000423673.1	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]	ENSG00000186010.19	ENSP00000423673.1	PROTEIN	115	2	3133
ENSP00000294383.5	USP24	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]	ENSG00000162402.14	ENSP00000294383.5	PROTEIN	115	0	1446
ENSP00000259238.4	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	ENSG00000136717.15	ENSP00000259238.4	PROTEIN	115	0	1188
ENSP00000474519.1	OBSL1	obscurin like cytoskeletal adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29092]	ENSG00000124006.15	ENSP00000474519.1	PROTEIN	115	0	846
ENSP00000494708.1	HBD	hemoglobin subunit delta [Source:HGNC Symbol;Acc:HGNC:4829]	ENSG00000223609.11	ENSP00000494708.1	PROTEIN	115	0	444
ENSP00000498399.1	TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	ENSG00000079308.19	ENSP00000498399.1	PROTEIN	115	0	212
ENSP00000473312.1	PSMD8	"proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]"	ENSG00000099341.11	ENSP00000473312.1	PROTEIN	115	0	203
ENSP00000439208.1	SNX17	sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]	ENSG00000115234.11	ENSP00000439208.1	PROTEIN	115	0	665
ENSP00000258418.5	CAB39	calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]	ENSG00000135932.11	ENSP00000258418.5	PROTEIN	115	0	1714
ENSP00000362805.3	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]	ENSG00000147162.14	ENSP00000362805.3	PROTEIN	115	0	134
ENSP00000350310.5	ATP2B4	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]	ENSG00000058668.15	ENSP00000350310.5	PROTEIN	115	2	185
ENSP00000422903.1	SPARCL1	SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]	ENSG00000152583.12	ENSP00000422903.1	PROTEIN	115	2	24
ENSP00000234160.4	GORASP2	golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]	ENSG00000115806.13	ENSP00000234160.4	PROTEIN	115	2	97
ENSP00000300527.4	COL6A2	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]	ENSG00000142173.16	ENSP00000300527.4	PROTEIN	115	0	93
ENSP00000248553.6	HSPB1	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	ENSG00000106211.10	ENSP00000248553.6	PROTEIN	115	0	837
ENSP00000310169.4	MACROH2A1	macroH2A.1 histone [Source:HGNC Symbol;Acc:HGNC:4740]	ENSG00000113648.16	ENSP00000310169.4	PROTEIN	115	0	259
ENSP00000346120.4	DDX21	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]	ENSG00000165732.13	ENSP00000346120.4	PROTEIN	115	0	846
ENSP00000401879.2	IDI1	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]	ENSG00000067064.11	ENSP00000401879.2	PROTEIN	115	2	578
ENSP00000341903.4	MYO1B	myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]	ENSG00000128641.19	ENSP00000341903.4	PROTEIN	115	2	760
ENSP00000236698.5	STAG1	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]	ENSG00000118007.13	ENSP00000236698.5	PROTEIN	115	0	177
ENSP00000210444.5	NANS	N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237]	ENSG00000095380.11	ENSP00000210444.5	PROTEIN	115	2	72
ENSP00000218364.4	HTATSF1	HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]	ENSG00000102241.12	ENSP00000218364.4	PROTEIN	115	2	63
ENSP00000265333.3	VDAC1	voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]	ENSG00000213585.11	ENSP00000265333.3	PROTEIN	115	2	2388
ENSP00000329002.7	HAX1	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]	ENSG00000143575.15	ENSP00000329002.7	PROTEIN	115	2	1750
ENSP00000300574.2	CRK	"CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]"	ENSG00000167193.8	ENSP00000300574.2	PROTEIN	115	2	213
ENSP00000339001.7	TUBB	tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	ENSG00000196230.13	ENSP00000339001.7	PROTEIN	115	0	128
ENSP00000362704.5	CCDC28B	coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]	ENSG00000160050.15	ENSP00000362704.5	PROTEIN	115	2	107
ENSP00000377751.4	SCOC	short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]	ENSG00000153130.17	ENSP00000377751.4	PROTEIN	115	2	153
ENSP00000483755.1	RPS17	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]	ENSG00000278229.2	ENSP00000483755.1	PROTEIN	115	2	308
ENSP00000227251.3	CRYAB	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]	ENSG00000109846.9	ENSP00000227251.3	PROTEIN	115	2	229
ENSP00000279247.7	CAPN1	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]	ENSG00000014216.16	ENSP00000279247.7	PROTEIN	115	0	1237
ENSP00000408487.1	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]	ENSG00000170144.20	ENSP00000408487.1	PROTEIN	115	0	105
ENSP00000467000.1	STAT3	signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]	ENSG00000168610.15	ENSP00000467000.1	PROTEIN	115	0	120
ENSP00000311984.2	NAXD	NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]	ENSG00000213995.11	ENSP00000311984.2	PROTEIN	115	2	178
ENSP00000406612.2	NUDT4	nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]	ENSG00000173598.14	ENSP00000406612.2	PROTEIN	115	2	223
ENSP00000363071.3	DES	desmin [Source:HGNC Symbol;Acc:HGNC:2770]	ENSG00000175084.12	ENSP00000363071.3	PROTEIN	115	0	133
ENSP00000445516.1	GSR	glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]	ENSG00000104687.14	ENSP00000445516.1	PROTEIN	115	2	81
ENSP00000310109.9	LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]	ENSG00000124831.19	ENSP00000310109.9	PROTEIN	115	0	57
ENSP00000473655.2	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:2728]	ENSG00000244038.11	ENSP00000473655.2	PROTEIN	115	0	419
ENSP00000350012.3	ACSL3	acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]	ENSG00000123983.14	ENSP00000350012.3	PROTEIN	115	0	525
ENSP00000296046.3	CPA3	carboxypeptidase A3 [Source:HGNC Symbol;Acc:HGNC:2298]	ENSG00000163751.4	ENSP00000296046.3	PROTEIN	115	0	80
ENSP00000359799.5	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]	ENSG00000162616.9	ENSP00000359799.5	PROTEIN	115	0	389
ENSP00000246533.2	CAPNS1	calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]	ENSG00000126247.11	ENSP00000246533.2	PROTEIN	115	0	101
ENSP00000359991.4	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	ENSG00000171314.9	ENSP00000359991.4	PROTEIN	115	2	63
ENSP00000261714.6	BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]	ENSG00000108578.15	ENSP00000261714.6	PROTEIN	115	0	222
ENSP00000368906.3	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]	ENSG00000151655.19	ENSP00000368906.3	PROTEIN	115	0	372
ENSP00000365637.3	KIAA1217	KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]	ENSG00000120549.18	ENSP00000365637.3	PROTEIN	115	2	101
ENSP00000357292.3	UBQLN4	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]	ENSG00000160803.8	ENSP00000357292.3	PROTEIN	115	2	138
ENSP00000425959.2	VCAN	versican [Source:HGNC Symbol;Acc:HGNC:2464]	ENSG00000038427.16	ENSP00000425959.2	PROTEIN	115	0	609
ENSP00000480776.1	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998]	ENSG00000277292.2	ENSP00000480776.1	PROTEIN	115	0	123
ENSP00000353433.2	HK1	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]	ENSG00000156515.23	ENSP00000353433.2	PROTEIN	115	2	239
ENSP00000284440.4	UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	ENSG00000154277.13	ENSP00000284440.4	PROTEIN	115	0	91
ENSP00000261416.7	HEXB	hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]	ENSG00000049860.14	ENSP00000261416.7	PROTEIN	115	2	408
ENSP00000215570.2	TIMM13	translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816]	ENSG00000099800.8	ENSP00000215570.2	PROTEIN	115	2	2860
ENSP00000387601.1	OXA1L	OXA1L mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526]	ENSG00000155463.14	ENSP00000387601.1	PROTEIN	115	2	2333
ENSP00000295008.4	MRPL55	mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]	ENSG00000162910.19	ENSP00000295008.4	PROTEIN	115	2	793
ENSP00000217426.2	AHCY	adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]	ENSG00000101444.13	ENSP00000217426.2	PROTEIN	115	0	729
ENSP00000261303.8	PSMC1	"proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]"	ENSG00000100764.14	ENSP00000261303.8	PROTEIN	115	0	406
ENSP00000463154.1	ANP32E	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]	ENSG00000143401.15	ENSP00000463154.1	PROTEIN	115	0	275
ENSP00000338293.4	ROMO1	reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]	ENSG00000125995.16	ENSP00000338293.4	PROTEIN	115	2	2081
ENSP00000359675.3	GNG5	G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]	ENSG00000174021.11	ENSP00000359675.3	PROTEIN	115	2	68
ENSP00000298556.7	HPRT1	hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]	ENSG00000165704.15	ENSP00000298556.7	PROTEIN	115	0	365
ENSP00000481555.1	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4642]	ENSG00000099984.11	ENSP00000481555.1	PROTEIN	115	0	24
ENSP00000357861.5	SELENBP1	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]	ENSG00000143416.21	ENSP00000357861.5	PROTEIN	115	0	232
ENSP00000373322.3	CRELD1	cysteine rich with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:14630]	ENSG00000163703.19	ENSP00000373322.3	PROTEIN	115	0	56
ENSP00000258123.4	USP15	ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]	ENSG00000135655.16	ENSP00000258123.4	PROTEIN	115	0	663
ENSP00000361186.3	TP53RK	TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]	ENSG00000172315.6	ENSP00000361186.3	PROTEIN	115	0	71
ENSP00000240123.7	SORBS3	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]	ENSG00000120896.13	ENSP00000240123.7	PROTEIN	115	2	159
ENSP00000287777.4	KLHL40	kelch like family member 40 [Source:HGNC Symbol;Acc:HGNC:30372]	ENSG00000157119.12	ENSP00000287777.4	PROTEIN	115	2	199
ENSP00000374993.2	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker) [Source:HGNC Symbol;Acc:HGNC:5527]	ENSG00000211897.9	ENSP00000374993.2	PROTEIN	115	0	241
ENSP00000323678.3	ZADH2	zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697]	ENSG00000180011.7	ENSP00000323678.3	PROTEIN	115	2	1648
ENSP00000355637.3	ABCB10	ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]	ENSG00000135776.5	ENSP00000355637.3	PROTEIN	115	2	162
ENSP00000364284.1	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]	ENSG00000077549.19	ENSP00000364284.1	PROTEIN	115	0	224
ENSP00000335304.4	DLST	dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]	ENSG00000119689.15	ENSP00000335304.4	PROTEIN	115	2	2741
ENSP00000461179.1	SRL	sarcalumenin [Source:HGNC Symbol;Acc:HGNC:11295]	ENSG00000185739.13	ENSP00000461179.1	PROTEIN	115	2	131
ENSP00000424940.3	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]	ENSG00000133835.17	ENSP00000424940.3	PROTEIN	115	2	874
ENSP00000216500.5	DHRS7	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]	ENSG00000100612.14	ENSP00000216500.5	PROTEIN	115	0	540
ENSP00000348082.4	DIAPH2	diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877]	ENSG00000147202.18	ENSP00000348082.4	PROTEIN	115	0	422
ENSP00000359645.3	RBMX	RNA binding motif protein X-linked [Source:HGNC Symbol;Acc:HGNC:9910]	ENSG00000147274.14	ENSP00000359645.3	PROTEIN	115	2	206
ENSP00000362273.4	ADPRS	ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304]	ENSG00000116863.11	ENSP00000362273.4	PROTEIN	115	0	438
ENSP00000259253.6	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	ENSG00000136731.13	ENSP00000259253.6	PROTEIN	115	0	219
ENSP00000481376.1	SDHB	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]	ENSG00000117118.10	ENSP00000481376.1	PROTEIN	115	2	2462
ENSP00000272418.2	MRPS5	mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]	ENSG00000144029.12	ENSP00000272418.2	PROTEIN	115	2	1607
ENSP00000419449.1	EIF1	eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]	ENSG00000173812.11	ENSP00000419449.1	PROTEIN	115	0	431
ENSP00000252172.4	MYH13	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]	ENSG00000006788.14	ENSP00000252172.4	PROTEIN	115	0	250
ENSP00000467399.1	VAMP2	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	ENSG00000220205.9	ENSP00000467399.1	PROTEIN	115	2	322
ENSP00000399717.2	SLC25A46	solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]	ENSG00000164209.17	ENSP00000399717.2	PROTEIN	115	2	319
ENSP00000411701.1	DBNL	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]	ENSG00000136279.21	ENSP00000411701.1	PROTEIN	115	2	271
ENSP00000353739.5	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	ENSG00000168300.14	ENSP00000353739.5	PROTEIN	115	2	287
ENSP00000473515.1	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]	ENSG00000159720.12	ENSP00000473515.1	PROTEIN	115	2	89
ENSP00000231572.3	RARS1	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]	ENSG00000113643.9	ENSP00000231572.3	PROTEIN	115	2	250
ENSP00000215539.3	IGFALS	insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]	ENSG00000099769.6	ENSP00000215539.3	PROTEIN	115	0	404
ENSP00000247207.6	HSPA2	heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]	ENSG00000126803.9	ENSP00000247207.6	PROTEIN	115	0	1365
ENSP00000238081.3	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]	ENSG00000134308.14	ENSP00000238081.3	PROTEIN	115	0	397
ENSP00000349297.5	ACADVL	acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]	ENSG00000072778.20	ENSP00000349297.5	PROTEIN	115	2	2117
ENSP00000298316.5	ARF6	ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]	ENSG00000165527.7	ENSP00000298316.5	PROTEIN	115	0	155
ENSP00000310951.5	MTRES1	mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971]	ENSG00000130349.10	ENSP00000310951.5	PROTEIN	115	2	2522
ENSP00000362873.3	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]	ENSG00000119421.7	ENSP00000362873.3	PROTEIN	115	2	2793
ENSP00000217402.2	CHMP4B	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	ENSG00000101421.4	ENSP00000217402.2	PROTEIN	115	2	120
ENSP00000461324.1	AC139530.2	novel protein	ENSG00000262660.1	ENSP00000461324.1	PROTEIN	115	2	2581
ENSP00000340427.5	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]	ENSG00000099219.14	ENSP00000340427.5	PROTEIN	115	2	1394
ENSP00000301336.6	RILP	Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]	ENSG00000167705.12	ENSP00000301336.6	PROTEIN	115	2	86
ENSP00000496665.1	RPS14	ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]	ENSG00000164587.13	ENSP00000496665.1	PROTEIN	115	2	145
ENSP00000280326.4	CCT5	chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]	ENSG00000150753.12	ENSP00000280326.4	PROTEIN	115	2	78
ENSP00000264670.6	NSUN2	NOP2/Sun RNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25994]	ENSG00000037474.15	ENSP00000264670.6	PROTEIN	115	1	77
ENSP00000317788.4	HNRNPK	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]	ENSG00000165119.21	ENSP00000317788.4	PROTEIN	115	0	215
ENSP00000393525.1	IMPDH2	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]	ENSG00000178035.12	ENSP00000393525.1	PROTEIN	115	0	571
ENSP00000419970.1	POR	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]	ENSG00000127948.16	ENSP00000419970.1	PROTEIN	115	2	157
ENSP00000081029.3	MRPS35	mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]	ENSG00000061794.13	ENSP00000081029.3	PROTEIN	115	2	2412
ENSP00000300231.5	MAP1A	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]	ENSG00000166963.13	ENSP00000300231.5	PROTEIN	115	0	271
ENSP00000242592.4	ACADS	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]	ENSG00000122971.9	ENSP00000242592.4	PROTEIN	115	2	2471
ENSP00000053468.3	MRPS10	mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]	ENSG00000048544.6	ENSP00000053468.3	PROTEIN	115	2	1502
ENSP00000371607.3	MIPEP	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]	ENSG00000027001.10	ENSP00000371607.3	PROTEIN	115	2	2293
ENSP00000371272.2	PLIN5	perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]	ENSG00000214456.8	ENSP00000371272.2	PROTEIN	115	2	2021
ENSP00000259632.7	DCTN3	dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]	ENSG00000137100.16	ENSP00000259632.7	PROTEIN	115	0	41
ENSP00000290037.7	SEC16A	"SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]"	ENSG00000148396.18	ENSP00000290037.7	PROTEIN	115	0	116
ENSP00000254286.4	ACTR10	actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]	ENSG00000131966.14	ENSP00000254286.4	PROTEIN	115	0	215
ENSP00000497905.1	MGLL	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	ENSG00000074416.14	ENSP00000497905.1	PROTEIN	115	2	294
ENSP00000261606.7	MYOM1	myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613]	ENSG00000101605.13	ENSP00000261606.7	PROTEIN	115	0	332
ENSP00000262375.4	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]	ENSG00000103423.14	ENSP00000262375.4	PROTEIN	115	2	2931
ENSP00000363827.3	HSPG2	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]	ENSG00000142798.20	ENSP00000363827.3	PROTEIN	115	0	392
